entry_time,entry_price,sl_price,tp_price,partial_tp_price,trade_type,reason,lot_size,original_lot_size,status,partial_pnl,commission,exit_time,exit_price,net_pnl,win,day_of_week,holding_period_mins,sl_pips,equity,running_max,drawdown,streak_counter,sl_range
2025-08-05 11:00:00,1.15438,1.15307,1.1551799999999999,1.1556899999999999,BUY,Momentum long,0.38300696979756654,0.38300696979756654,CLOSED,0.0,1.3405243942914828,2025-08-05 11:45:00,1.15438,-1.3405243942914828,False,Tuesday,45.0,13.099999999999223,10018.446076615463,10030.54769127064,12.1016146551774,3,10-15 pips
2025-08-05 13:30:00,1.15531,1.1535600000000001,1.15611,1.15706,BUY,False Break long,0.2867080745341748,0.2867080745341748,CLOSED,0.0,1.0034782608696118,2025-08-05 14:15:00,1.15531,-1.0034782608696118,False,Tuesday,45.0,17.499999999999183,10017.442598354593,10030.54769127064,13.105092916046488,3,15-20 pips
2025-08-05 13:45:00,1.15504,1.1535600000000001,1.15584,1.15652,BUY,Momentum long,0.3390129259694646,0.3390129259694646,CLOSED,0.0,1.186545240893126,2025-08-05 14:30:00,1.15504,-1.186545240893126,False,Tuesday,45.0,14.799999999999258,10016.2560531137,10030.54769127064,14.29163815693937,3,10-15 pips
2025-08-05 14:45:00,1.15558,1.15337,1.15638,1.15779,BUY,False Break long,0.22703128073971593,0.22703128073971593,CLOSED,0.0,0.7946094825890058,2025-08-05 15:30:00,1.15558,-0.7946094825890058,False,Tuesday,45.0,22.100000000000453,10015.461443631111,10030.54769127064,15.086247639528665,3,20+ pips
2025-08-05 15:00:00,1.15577,1.15337,1.1565699999999999,1.15817,BUY,Momentum long,0.20905797101449639,0.20905797101449639,CLOSED,0.0,0.7317028985507373,2025-08-05 15:45:00,1.15577,-0.7317028985507373,False,Tuesday,45.0,23.999999999999577,10014.72974073256,10030.54769127064,15.817950538079458,3,20+ pips
2025-08-06 08:45:00,1.15733,1.15871,1.15653,1.15595,SELL,Momentum short,0.36357908002522127,0.36357908002522127,CLOSED,0.0,1.2725267800882745,2025-08-06 09:30:00,1.15733,-1.2725267800882745,False,Wednesday,45.0,13.799999999999368,10013.457213952472,10030.54769127064,17.09047731816827,3,10-15 pips
2025-08-06 10:15:00,1.16039,1.15792,1.16119,1.16286,BUY,False Break long,0.20313325118817332,0.20313325118817332,CLOSED,0.0,0.7109663791586066,2025-08-06 11:00:00,1.16039,-0.7109663791586066,False,Wednesday,45.0,24.699999999999722,10012.746247573314,10030.54769127064,17.80144369732625,3,20+ pips
2025-08-06 10:30:00,1.16043,1.15792,1.16123,1.16294,BUY,Momentum long,0.1998960679023028,0.1998960679023028,CLOSED,0.0,0.6996362376580598,2025-08-06 11:15:00,1.16043,-0.6996362376580598,False,Wednesday,45.0,25.100000000000122,10012.046611335656,10030.54769127064,18.501079934983863,3,20+ pips
2025-08-06 11:45:00,1.16118,1.1600300000000001,1.16198,1.16233,BUY,Momentum long,0.4362948960302515,0.4362948960302515,CLOSED,0.0,1.5270321361058803,2025-08-06 12:30:00,1.16118,-1.5270321361058803,False,Wednesday,45.0,11.499999999999844,10010.51957919955,10030.54769127064,20.02811207108971,3,10-15 pips
2025-08-06 13:00:00,1.1609,1.1598300000000001,1.1617,1.16197,BUY,Momentum long,0.4689150751727358,0.4689150751727358,CLOSED,0.0,1.6412027631045754,2025-08-06 13:45:00,1.1609,-1.6412027631045754,False,Wednesday,45.0,10.699999999999044,10008.878376436445,10030.54769127064,21.669314834194665,3,10-15 pips
2025-08-06 15:30:00,1.16372,1.16194,1.16452,1.1655000000000002,BUY,Momentum long,0.2818759159745787,0.2818759159745787,CLOSED,0.0,0.9865657059110253,2025-08-06 16:15:00,1.16372,-0.9865657059110253,False,Wednesday,45.0,17.80000000000115,10007.891810730534,10030.54769127064,22.6558805401055,3,15-20 pips
2025-08-06 16:45:00,1.16407,1.16508,1.16327,1.16306,SELL,Momentum short,0.49677141627208377,0.49677141627208377,CLOSED,0.0,1.7386999569522932,2025-08-07 08:00:00,1.16407,-1.7386999569522932,False,Wednesday,915.0,10.099999999999554,10006.153110773581,10030.54769127064,24.394580497058996,3,10-15 pips
2025-08-07 08:30:00,1.16838,1.17035,1.16758,1.16641,SELL,Momentum short,0.254689913926282,0.254689913926282,CLOSED,0.0,0.891414698741987,2025-08-07 09:15:00,1.16838,-0.891414698741987,False,Thursday,45.0,19.700000000000273,10005.26169607484,10030.54769127064,25.285995195799842,3,15-20 pips
2025-08-07 09:45:00,1.1678,1.16865,1.167,1.16695,SELL,Momentum short,0.5902813299232614,0.5902813299232614,CLOSED,0.0,2.065984654731415,2025-08-07 10:30:00,1.1678,-2.065984654731415,False,Thursday,45.0,8.500000000000174,10003.195711420109,10030.54769127064,27.35197985053128,3,5-10 pips
2025-08-07 11:15:00,1.16579,1.16784,1.1649900000000002,1.1637400000000002,SELL,False Break short,0.24475079533405392,0.24475079533405392,CLOSED,0.0,0.8566277836691887,2025-08-07 12:00:00,1.16579,-0.8566277836691887,False,Thursday,45.0,20.499999999998852,10002.33908363644,10030.54769127064,28.208607634200234,3,20+ pips
2025-08-07 12:45:00,1.16474,1.16379,1.16554,1.1656900000000001,BUY,Momentum long,0.5281464530892411,0.5281464530892411,CLOSED,0.0,1.848512585812344,2025-08-07 12:30:00,1.16554,40.403203661322294,True,Thursday,-15.0,9.500000000000064,10042.74228729776,10042.74228729776,0.0,4,5-10 pips
2025-08-07 13:45:00,1.16538,1.1632500000000001,1.16618,1.16751,BUY,Momentum long,0.2365501015244823,0.2365501015244823,CLOSED,0.0,0.827925355335688,2025-08-07 14:30:00,1.16538,-0.827925355335688,False,Thursday,45.0,21.299999999999653,10041.914361942425,10042.74228729776,0.8279253553355375,5,20+ pips
2025-08-07 15:00:00,1.16182,1.16347,1.1610200000000002,1.1601700000000001,SELL,Momentum short,0.30536467651343074,0.30536467651343074,CLOSED,0.0,1.0687763677970077,2025-08-07 15:45:00,1.16182,-1.0687763677970077,False,Thursday,45.0,16.499999999999293,10040.845585574629,10042.74228729776,1.8967017231316277,5,15-20 pips
2025-08-07 16:45:00,1.16429,1.16317,1.16509,1.16541,BUY,Momentum long,0.4498676037920845,0.4498676037920845,CLOSED,0.0,1.5745366132722958,2025-08-08 08:00:00,1.16429,-1.5745366132722958,False,Thursday,915.0,11.200000000000099,10039.271048961356,10042.74228729776,3.471238336403985,5,10-15 pips
2025-08-08 08:45:00,1.16519,1.16664,1.16439,1.16374,SELL,Momentum short,0.3474839422394179,0.3474839422394179,CLOSED,0.0,1.2161937978379627,2025-08-08 09:30:00,1.16519,-1.2161937978379627,False,Friday,45.0,14.499999999999513,10038.054855163518,10042.74228729776,4.687432134242044,5,10-15 pips
2025-08-08 10:00:00,1.1637,1.16265,1.1644999999999999,1.16475,BUY,Momentum long,0.4798587773782298,0.4798587773782298,CLOSED,0.0,1.6795057208238042,2025-08-08 10:45:00,1.1637,-1.6795057208238042,False,Friday,45.0,10.499999999999954,10036.375349442695,10042.74228729776,6.366937855065771,5,10-15 pips
2025-08-08 11:30:00,1.16419,1.16309,1.16499,1.1652900000000002,BUY,Momentum long,0.45804701477008447,0.45804701477008447,CLOSED,0.0,1.6031645516952957,2025-08-08 12:15:00,1.16419,-1.6031645516952957,False,Friday,45.0,11.000000000001009,10034.772184890999,10042.74228729776,7.970102406761725,5,10-15 pips
2025-08-08 12:45:00,1.16492,1.16371,1.1657199999999999,1.1661299999999999,BUY,Momentum long,0.41640637706377426,0.41640637706377426,CLOSED,0.0,1.45742231972321,2025-08-08 13:30:00,1.16492,-1.45742231972321,False,Friday,45.0,12.099999999999334,10033.314762571275,10042.74228729776,9.42752472648499,5,10-15 pips
2025-08-08 15:30:00,1.166,1.1649,1.1667999999999998,1.1670999999999998,BUY,Momentum long,0.4580470147701769,0.4580470147701769,CLOSED,0.0,1.6031645516956192,2025-08-08 16:15:00,1.166,-1.6031645516956192,False,Friday,45.0,10.999999999998789,10031.71159801958,10042.74228729776,11.030689278180944,5,10-15 pips
2025-08-08 17:00:00,1.16561,1.16466,1.16641,1.16656,BUY,Momentum long,0.5303702276285639,0.5303702276285639,CLOSED,0.0,1.8562957966999736,2025-08-11 08:00:00,1.16561,-1.8562957966999736,False,Friday,3780.0,9.500000000000064,10029.85530222288,10042.74228729776,12.886985074879703,5,5-10 pips
2025-08-11 08:30:00,1.16513,1.1638600000000001,1.16593,1.1663999999999999,BUY,Momentum long,0.3967336348403038,0.3967336348403038,CLOSED,0.0,1.3885677219410633,2025-08-11 09:15:00,1.16513,-1.3885677219410633,False,Monday,45.0,12.699999999998823,10028.466734500938,10042.74228729776,14.275552796822012,5,10-15 pips
2025-08-11 09:45:00,1.16427,1.1653499999999999,1.16347,1.16319,SELL,Momentum short,0.4665293668955122,0.4665293668955122,CLOSED,0.0,1.6328527841342928,2025-08-11 10:30:00,1.16427,-1.6328527841342928,False,Monday,45.0,10.799999999999699,10026.833881716804,10042.74228729776,15.908405580956241,5,10-15 pips
2025-08-11 12:00:00,1.16282,1.16418,1.16202,1.16146,SELL,Momentum short,0.37047920312288884,0.37047920312288884,CLOSED,0.0,1.296677210930111,2025-08-11 12:45:00,1.16282,-1.296677210930111,False,Monday,45.0,13.600000000000279,10025.537204505876,10042.74228729776,17.205082791884706,5,10-15 pips
2025-08-11 14:00:00,1.16247,1.16121,1.1632699999999998,1.1637299999999997,BUY,Momentum long,0.3998823144819146,0.3998823144819146,CLOSED,0.0,1.399588100686701,2025-08-11 14:45:00,1.16247,-1.399588100686701,False,Monday,45.0,12.599999999998168,10024.137616405189,10042.74228729776,18.60467089257145,5,10-15 pips
2025-08-11 15:45:00,1.16031,1.1585400000000001,1.1611099999999999,1.1620799999999998,BUY,Momentum long,0.28466198658033237,0.28466198658033237,CLOSED,0.0,0.9963169530311633,2025-08-11 16:30:00,1.16031,-0.9963169530311633,False,Monday,45.0,17.699999999998273,10023.141299452156,10042.74228729776,19.600987845604323,5,15-20 pips
2025-08-11 17:00:00,1.16028,1.1614499999999999,1.15948,1.15911,SELL,Momentum short,0.4306424925189616,0.4306424925189616,CLOSED,0.0,1.5072487238163657,2025-08-12 08:00:00,1.16028,-1.5072487238163657,False,Monday,900.0,11.699999999998933,10021.63405072834,10042.74228729776,21.108236569420114,5,10-15 pips
2025-08-12 09:45:00,1.16059,1.1619599999999999,1.15979,1.1592200000000001,SELL,Momentum short,0.3677749753629098,0.3677749753629098,CLOSED,0.0,1.2872124137701844,2025-08-12 10:30:00,1.16059,-1.2872124137701844,False,Tuesday,45.0,13.699999999998713,10020.34683831457,10042.74228729776,22.395448983190363,5,10-15 pips
2025-08-12 12:00:00,1.16022,1.16109,1.1594200000000001,1.15935,SELL,Momentum short,0.5791399037323928,0.5791399037323928,CLOSED,0.0,2.026989663063375,2025-08-12 12:45:00,1.16022,-2.026989663063375,False,Tuesday,45.0,8.699999999999264,10018.319848651507,10042.74228729776,24.422438646253795,5,5-10 pips
2025-08-12 15:30:00,1.16645,1.1650500000000001,1.16725,1.1678499999999998,BUY,Momentum long,0.3598940830337104,0.3598940830337104,CLOSED,0.0,1.2596292906179865,2025-08-12 16:15:00,1.16645,-1.2596292906179865,False,Tuesday,45.0,13.999999999998458,10017.060219360888,10042.74228729776,25.682067936872045,5,10-15 pips
2025-08-12 16:45:00,1.1679,1.16623,1.1686999999999999,1.1695699999999998,BUY,Momentum long,0.3017076145192742,0.3017076145192742,CLOSED,0.0,1.0559766508174597,2025-08-13 08:00:00,1.1679,-1.0559766508174597,False,Tuesday,915.0,16.699999999998383,10016.00424271007,10042.74228729776,26.73804458768973,5,15-20 pips
2025-08-13 08:30:00,1.17122,1.17021,1.1720199999999998,1.1722299999999999,BUY,Momentum long,0.4988630853932291,0.4988630853932291,CLOSED,0.0,1.746020798876302,2025-08-13 09:15:00,1.17122,-1.746020798876302,False,Wednesday,45.0,10.099999999999554,10014.258221911196,10042.74228729776,28.484065386564907,5,10-15 pips
2025-08-13 09:45:00,1.17269,1.17143,1.17349,1.17395,BUY,Momentum long,0.3998823144818441,0.3998823144818441,CLOSED,0.0,1.3995881006864543,2025-08-13 10:30:00,1.17269,-1.3995881006864543,False,Wednesday,45.0,12.600000000000389,10012.858633810509,10042.74228729776,29.88365348725165,5,10-15 pips
2025-08-13 11:15:00,1.17161,1.17257,1.1708100000000001,1.1706500000000002,SELL,Momentum short,0.5248455377575186,0.5248455377575186,CLOSED,0.0,1.8369593821513153,2025-08-13 12:00:00,1.17161,-1.8369593821513153,False,Wednesday,45.0,9.599999999998499,10011.021674428357,10042.74228729776,31.72061286940334,5,5-10 pips
2025-08-13 13:00:00,1.1705,1.17197,1.1697000000000002,1.1690300000000002,SELL,Momentum short,0.34275626955590954,0.34275626955590954,CLOSED,0.0,1.1996469434456833,2025-08-13 13:45:00,1.1705,-1.1996469434456833,False,Wednesday,45.0,14.699999999998603,10009.822027484912,10042.74228729776,32.9202598128486,5,10-15 pips
2025-08-13 14:45:00,1.17206,1.17032,1.17286,1.1738000000000002,BUY,Momentum long,0.28956995186615947,0.28956995186615947,CLOSED,0.0,1.0134948315315582,2025-08-13 15:30:00,1.17206,-1.0134948315315582,False,Wednesday,45.0,17.400000000000748,10008.80853265338,10042.74228729776,33.933754644380315,5,15-20 pips
2025-08-13 17:15:00,1.17063,1.1717,1.1698300000000001,1.1695600000000002,SELL,Momentum short,0.4708894544366207,0.4708894544366207,CLOSED,0.0,1.6481130905281725,2025-08-14 08:00:00,1.17063,-1.6481130905281725,False,Wednesday,885.0,10.699999999999044,10007.160419562852,10042.74228729776,35.58186773490888,5,10-15 pips
2025-08-14 09:00:00,1.16766,1.1689399999999999,1.16686,1.16638,SELL,Momentum short,0.3936341533180935,0.3936341533180935,CLOSED,0.0,1.3777195366133272,2025-08-14 09:45:00,1.16766,-1.3777195366133272,False,Thursday,45.0,12.799999999999478,10005.782700026239,10042.74228729776,36.95958727152174,5,10-15 pips
2025-08-14 10:30:00,1.16838,1.1675900000000001,1.1691799999999999,1.1691699999999998,BUY,Momentum long,0.6377869825914394,0.6377869825914394,CLOSED,0.0,2.232254439070038,2025-08-14 11:15:00,1.16838,-2.232254439070038,False,Thursday,45.0,7.899999999998464,10003.550445587169,10042.74228729776,39.19184171059169,5,5-10 pips
2025-08-14 12:45:00,1.16819,1.1693799999999999,1.1673900000000001,1.1670000000000003,SELL,Momentum short,0.4234048035690948,0.4234048035690948,CLOSED,0.0,1.4819168124918318,2025-08-14 12:30:00,1.1673900000000001,32.390467473032025,True,Thursday,-15.0,11.899999999998023,10035.940913060202,10042.74228729776,6.801374237558775,6,10-15 pips
2025-08-14 12:45:00,1.16804,1.1649500000000002,1.1688399999999999,1.1711299999999998,BUY,False Break long,0.16360690468007946,0.16360690468007946,CLOSED,0.0,0.5726241663802781,2025-08-14 13:30:00,1.16804,-0.5726241663802781,False,Thursday,45.0,30.89999999999815,10035.36828889382,10042.74228729776,7.373998403940277,7,20+ pips
2025-08-14 14:45:00,1.16632,1.16494,1.16712,1.1677,BUY,Momentum long,0.366337199609738,0.366337199609738,CLOSED,0.0,1.2821801986340828,2025-08-14 15:30:00,1.16632,-1.2821801986340828,False,Thursday,45.0,13.799999999999368,10034.086108695186,10042.74228729776,8.656178602574073,7,10-15 pips
2025-08-14 16:00:00,1.164,1.1657499999999998,1.1632,1.16225,SELL,Momentum short,0.28888304883510796,0.28888304883510796,CLOSED,0.0,1.011090670922878,2025-08-14 16:45:00,1.164,-1.011090670922878,False,Thursday,45.0,17.499999999999183,10033.075018024263,10042.74228729776,9.667269273497368,7,15-20 pips
2025-08-15 08:15:00,1.16822,1.16703,1.16902,1.16941,BUY,Momentum long,0.4248280129927772,0.4248280129927772,CLOSED,0.0,1.4868980454747203,2025-08-15 09:00:00,1.16822,-1.4868980454747203,False,Friday,45.0,11.900000000000244,10031.58811997879,10042.74228729776,11.154167318971304,7,10-15 pips
2025-08-15 11:00:00,1.16812,1.1691,1.1673200000000001,1.16714,SELL,Momentum short,0.5158625872055358,0.5158625872055358,CLOSED,0.0,1.8055190552193752,2025-08-15 11:45:00,1.16812,-1.8055190552193752,False,Friday,45.0,9.799999999999809,10029.782600923569,10042.74228729776,12.959686374191733,7,5-10 pips
2025-08-15 12:45:00,1.16869,1.16952,1.16789,1.1678600000000001,SELL,Momentum short,0.6090907656162464,0.6090907656162464,CLOSED,0.0,2.1318176796568626,2025-08-15 13:30:00,1.16869,-2.1318176796568626,False,Friday,45.0,8.299999999998864,10027.650783243913,10042.74228729776,15.09150405384753,7,5-10 pips
2025-08-15 14:00:00,1.1693,1.16825,1.1701,1.17035,BUY,Momentum long,0.4814717480584928,0.4814717480584928,CLOSED,0.0,1.6851511182047247,2025-08-15 14:45:00,1.1693,-1.6851511182047247,False,Friday,45.0,10.499999999999954,10025.965632125708,10042.74228729776,16.776655172052415,7,10-15 pips
2025-08-15 15:30:00,1.17041,1.17195,1.16961,1.1688699999999999,SELL,Momentum short,0.3282761918580412,0.3282761918580412,CLOSED,0.0,1.1489666715031441,2025-08-15 16:15:00,1.17041,-1.1489666715031441,False,Friday,45.0,15.400000000000968,10024.816665454206,10042.74228729776,17.925621843554836,7,15-20 pips
2025-08-18 08:15:00,1.16811,1.1705699999999999,1.16731,1.16565,SELL,Momentum short,0.20550623392741238,0.20550623392741238,CLOSED,0.0,0.7192718187459434,2025-08-18 09:00:00,1.16811,-0.7192718187459434,False,Monday,45.0,24.599999999999067,10024.097393635459,10042.74228729776,18.64489366230191,7,20+ pips
2025-08-18 10:00:00,1.16739,1.16868,1.16659,1.1661,SELL,Momentum short,0.391895608884814,0.391895608884814,CLOSED,0.0,1.371634631096849,2025-08-18 10:45:00,1.16739,-1.371634631096849,False,Monday,45.0,12.900000000000134,10022.725759004363,10042.74228729776,20.01652829339764,7,10-15 pips
2025-08-18 12:15:00,1.16747,1.16905,1.16667,1.16589,SELL,Momentum short,0.31996540219078645,0.31996540219078645,CLOSED,0.0,1.1198789076677527,2025-08-18 13:00:00,1.16747,-1.1198789076677527,False,Monday,45.0,15.799999999999148,10021.605880096695,10042.74228729776,21.136407201065595,7,15-20 pips
2025-08-18 15:00:00,1.1671,1.1681599999999999,1.1663000000000001,1.1660400000000002,SELL,Momentum short,0.47692956175612466,0.47692956175612466,CLOSED,0.0,1.6692534661464364,2025-08-18 15:45:00,1.1671,-1.6692534661464364,False,Monday,45.0,10.599999999998388,10019.936626630548,10042.74228729776,22.805660667212578,7,10-15 pips
2025-08-18 16:15:00,1.16667,1.16776,1.1658700000000002,1.1655800000000003,SELL,Momentum short,0.46380306005642374,0.46380306005642374,CLOSED,0.0,1.623310710197483,2025-08-18 17:00:00,1.16667,-1.623310710197483,False,Monday,45.0,10.899999999998133,10018.31331592035,10042.74228729776,24.428971377410562,7,10-15 pips
2025-08-19 08:15:00,1.16832,1.16717,1.16912,1.16947,BUY,Momentum long,0.43960463953167145,0.43960463953167145,CLOSED,0.0,1.5386162383608502,2025-08-19 09:00:00,1.16832,-1.5386162383608502,False,Tuesday,45.0,11.499999999999844,10016.77469968199,10042.74228729776,25.967587615770753,7,10-15 pips
2025-08-19 10:15:00,1.16798,1.16692,1.16878,1.16904,BUY,Momentum long,0.4769295617560248,0.4769295617560248,CLOSED,0.0,1.6692534661460867,2025-08-19 11:00:00,1.16798,-1.6692534661460867,False,Tuesday,45.0,10.600000000000609,10015.105446215843,10042.74228729776,27.636841081917737,7,10-15 pips
2025-08-19 11:45:00,1.16824,1.1693799999999999,1.16744,1.1671,SELL,Momentum short,0.4434608205802204,0.4434608205802204,CLOSED,0.0,1.5521128720307713,2025-08-19 12:30:00,1.16824,-1.5521128720307713,False,Tuesday,45.0,11.399999999999189,10013.553333343812,10042.74228729776,29.18895395394793,7,10-15 pips
2025-08-19 14:15:00,1.16756,1.16662,1.1683599999999998,1.1684999999999999,BUY,Momentum long,0.5378141866611139,0.5378141866611139,CLOSED,0.0,1.8823496533138986,2025-08-19 15:00:00,1.16756,-1.8823496533138986,False,Tuesday,45.0,9.399999999999409,10011.6709836905,10042.74228729776,31.071303607261143,7,5-10 pips
2025-08-19 15:30:00,1.16737,1.16602,1.16817,1.16872,BUY,Momentum long,0.3744780262677254,0.3744780262677254,CLOSED,0.0,1.3106730919370388,2025-08-19 16:15:00,1.16737,-1.3106730919370388,False,Tuesday,45.0,13.499999999999623,10010.360310598562,10042.74228729776,32.381976699198276,7,10-15 pips
2025-08-19 16:45:00,1.16549,1.16679,1.16469,1.1641899999999998,SELL,Momentum short,0.3888810272779881,0.3888810272779881,CLOSED,0.0,1.3610835954729583,2025-08-20 08:00:00,1.16549,-1.3610835954729583,False,Tuesday,915.0,13.000000000000789,10008.999227003089,10042.74228729776,33.74306029467152,7,10-15 pips
2025-08-20 08:45:00,1.16359,1.16489,1.16279,1.1622899999999998,SELL,Momentum short,0.3888810272779881,0.3888810272779881,CLOSED,0.0,1.3610835954729583,2025-08-20 09:30:00,1.16359,-1.3610835954729583,False,Wednesday,45.0,13.000000000000789,10007.638143407616,10042.74228729776,35.10414389014477,7,10-15 pips
2025-08-20 10:30:00,1.1652,1.16384,1.166,1.16656,BUY,Momentum long,0.37172451136868007,0.37172451136868007,CLOSED,0.0,1.3010357897903801,2025-08-20 11:15:00,1.1652,-1.3010357897903801,False,Wednesday,45.0,13.600000000000279,10006.337107617825,10042.74228729776,36.40517967993583,7,10-15 pips
2025-08-20 12:00:00,1.16418,1.1652,1.16338,1.16316,SELL,Momentum short,0.4956326818249068,0.4956326818249068,CLOSED,0.0,1.7347143863871737,2025-08-20 12:45:00,1.16418,-1.7347143863871737,False,Wednesday,45.0,10.200000000000209,10004.602393231438,10042.74228729776,38.139894066322086,7,10-15 pips
2025-08-20 14:15:00,1.16584,1.1673099999999998,1.16504,1.1643700000000001,SELL,Momentum short,0.34390839147038327,0.34390839147038327,CLOSED,0.0,1.2036793701463415,2025-08-20 15:00:00,1.16584,-1.2036793701463415,False,Wednesday,45.0,14.699999999998603,10003.398713861292,10042.74228729776,39.34357343646843,7,10-15 pips
2025-08-20 16:00:00,1.16543,1.16669,1.16463,1.16417,SELL,Momentum short,0.40122645671539653,0.40122645671539653,CLOSED,0.0,1.4042925985038879,2025-08-20 16:45:00,1.16543,-1.4042925985038879,False,Wednesday,45.0,12.600000000000389,10001.994421262787,10042.74228729776,40.74786603497341,7,10-15 pips
2025-08-21 08:30:00,1.16528,1.1661599999999999,1.1644800000000002,1.1644000000000003,SELL,Momentum short,0.5744833357517586,0.5744833357517586,CLOSED,0.0,2.010691675131155,2025-08-21 09:15:00,1.16528,-2.010691675131155,False,Thursday,45.0,8.799999999997699,9999.983729587657,10042.74228729776,42.75855771010356,7,5-10 pips
2025-08-21 10:15:00,1.16542,1.1665299999999998,1.16462,1.16431,SELL,Momentum short,0.45544624816346,0.45544624816346,CLOSED,0.0,1.5940618685721102,2025-08-21 11:00:00,1.16542,-1.5940618685721102,False,Thursday,45.0,11.099999999999444,9998.389667719084,10042.74228729776,44.35261957867624,7,10-15 pips
