entry_time,entry_price,sl_price,tp_price,partial_tp_price,trade_type,reason,lot_size,original_lot_size,status,partial_pnl,commission,spread,slippage,level_type,entry_type,exit_time,exit_price,net_pnl,win,day_of_week,holding_period_mins,sl_pips,equity,running_max,drawdown,streak_counter,sl_range
2025-08-01 07:15:00,1.142574758915014,1.1433499999999999,1.14206,1.1421700000000001,SELL,SWEEP_SHORT at prev_H4_high,0.8474576271188331,0.8474576271188331,CLOSED,0.0,2.966101694915916,0.00015636286981166405,2.8878215174530287e-05,prev_H4_high,SWEEP_SHORT,2025-08-01 07:15:00,1.1433499999999999,-68.66449872763775,False,Friday,0.0,7.752410849859448,9931.335501272362,9931.335501272362,0.0,1,5-10 pips
2025-08-05 17:00:00,1.1579729775385452,1.15896,1.15747,1.1573799999999999,SELL,SWEEP_SHORT at prev_H4_high,0.6287532660105327,0.6287532660105327,CLOSED,0.0,2.2006364310368647,0.00012940114335911428,6.762131809565046e-05,prev_H4_high,SWEEP_SHORT,2025-08-05 18:15:00,1.15747,29.424240577987952,True,Tuesday,75.0,9.870224614547674,9960.75974185035,9960.75974185035,0.0,2,5-10 pips
