time,open,high,low,close,tick_volume,spread,real_volume
2025-08-04 22:36:00,1.15804,1.1581,1.15802,1.15808,19,9,0
2025-08-04 22:37:00,1.15807,1.15807,1.15799,1.15805,18,9,0
2025-08-04 22:38:00,1.15804,1.15805,1.15801,1.15801,9,9,0
2025-08-04 22:39:00,1.15801,1.15802,1.15777,1.15781,20,9,0
2025-08-04 22:40:00,1.15782,1.15786,1.15778,1.15778,16,9,0
2025-08-04 22:41:00,1.1577600000000001,1.15777,1.15773,1.15777,6,9,0
2025-08-04 22:42:00,1.15777,1.15777,1.15763,1.15764,15,9,0
2025-08-04 22:43:00,1.15764,1.15778,1.15764,1.15778,17,9,0
2025-08-04 22:44:00,1.15778,1.15787,1.15778,1.15787,16,9,0
2025-08-04 22:45:00,1.15787,1.15789,1.15787,1.15789,2,9,0
2025-08-04 22:46:00,1.1579,1.15798,1.15788,1.15797,14,9,0
2025-08-04 22:47:00,1.15797,1.15805,1.15796,1.158,14,9,0
2025-08-04 22:48:00,1.15799,1.15801,1.15794,1.15795,15,9,0
2025-08-04 22:49:00,1.15795,1.15799,1.15794,1.15794,10,9,0
2025-08-04 22:50:00,1.15794,1.15794,1.15777,1.15778,15,9,0
2025-08-04 22:51:00,1.15778,1.1578,1.15777,1.15777,5,9,0
2025-08-04 22:52:00,1.1577600000000001,1.1578,1.1577600000000001,1.15779,6,9,0
2025-08-04 22:53:00,1.15779,1.15782,1.15778,1.15781,5,9,0
2025-08-04 22:54:00,1.15781,1.15796,1.15781,1.15795,16,9,0
2025-08-04 22:55:00,1.15795,1.15795,1.15784,1.15785,14,9,0
2025-08-04 22:56:00,1.15784,1.15784,1.1577600000000001,1.1577600000000001,7,9,0
2025-08-04 22:57:00,1.1577600000000001,1.1577600000000001,1.1577,1.15771,10,9,0
2025-08-04 22:58:00,1.15773,1.15782,1.15773,1.15782,13,9,0
2025-08-04 22:59:00,1.15783,1.15787,1.15783,1.15787,7,9,0
2025-08-04 23:00:00,1.15787,1.15802,1.15784,1.15785,32,9,0
2025-08-04 23:01:00,1.15784,1.15798,1.15772,1.15793,34,9,0
2025-08-04 23:02:00,1.15791,1.15805,1.15791,1.15804,18,9,0
2025-08-04 23:03:00,1.15804,1.15806,1.158,1.15801,19,9,0
2025-08-04 23:04:00,1.15801,1.15812,1.15799,1.1581,25,9,0
2025-08-04 23:05:00,1.15808,1.15809,1.1580300000000001,1.15807,14,9,0
2025-08-04 23:06:00,1.15808,1.15814,1.15807,1.15814,12,9,0
2025-08-04 23:07:00,1.15814,1.15822,1.15812,1.1582,23,9,0
2025-08-04 23:08:00,1.1582,1.15825,1.15816,1.15816,22,9,0
2025-08-04 23:09:00,1.15817,1.15826,1.15817,1.15826,17,9,0
2025-08-04 23:10:00,1.15826,1.1583,1.15823,1.15829,22,9,0
2025-08-04 23:11:00,1.15829,1.1585,1.15827,1.15844,33,9,0
2025-08-04 23:12:00,1.15843,1.15848,1.15841,1.15842,21,9,0
2025-08-04 23:13:00,1.15842,1.15849,1.15842,1.15849,14,9,0
2025-08-04 23:14:00,1.15849,1.1585,1.15843,1.15844,14,9,0
2025-08-04 23:15:00,1.15844,1.15844,1.1583700000000001,1.15839,16,9,0
