entry_time,entry_price,sl_price,tp_price,trade_type,reason,lot_size,commission,spread_cost,status,level_price,level_type,exit_time,exit_price,exit_reason,net_pnl,gross_pnl,win,day_of_week,holding_period_mins,sl_pips,equity,running_max,drawdown,streak_counter,sl_range
2025-08-01 00:15:00,1.1421873821822692,1.16017,1.14076,SELL,Break_Below_Prev_W_High,0.027771696865766894,0.09720093903018413,0.3101313193213166,CLOSED,1.15967,prev_w_high,2025-08-01 02:00:00,1.1408673840801282,TP,3.258526457253264,3.665858715604765,True,Friday,105.0,179.82617817730693,9605.438268628497,9928.349489243294,322.91122061479655,6,20+ pips
2025-08-01 00:30:00,1.142334978913217,1.16017,1.14096,SELL,Break_Below_Prev_W_High,0.02780327057353826,0.09731144700738391,0.29735592230758995,CLOSED,1.15967,prev_w_high,2025-08-01 02:00:00,1.1410868409161863,TP,3.075564475140633,3.470231844455607,True,Friday,90.0,178.3502108678303,9608.513833103638,9928.349489243294,319.83565613965584,6,20+ pips
2025-08-01 03:45:00,1.1416098091610536,1.14238,1.14024,SELL,Break_Below_Prev_D_Low,0.6198351859672434,2.169423150885352,15.358663839848445,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.14251070108991,SL,-73.36853861664649,-55.84045162591269,False,Friday,120.0,7.701908389463608,9535.145294486992,9928.349489243294,393.20419475630115,7,5-10 pips
2025-08-01 05:00:00,1.1416321665623446,1.14238,1.14019,SELL,Break_Below_Prev_D_Low,0.6338108692794991,2.218338042478247,16.61476178560294,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1425065689084275,SL,-74.25367093516712,-55.42057110708594,False,Friday,45.0,7.478334376553875,9460.891623551825,9928.349489243294,467.4578656914691,7,5-10 pips
2025-08-01 04:45:00,1.1416432862331,1.14238,1.14022,SELL,Break_Below_Prev_D_Low,0.6442703344033567,2.254946170411748,10.37555809926064,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1424670385252154,SL,-65.70242074033716,-53.071916470664775,False,Friday,60.0,7.367137668998769,9395.189202811487,9928.349489243294,533.1602864318065,7,5-10 pips
2025-08-01 04:00:00,1.1416680133980714,1.14238,1.14029,SELL,Break_Below_Prev_D_Low,0.6692147746539734,2.342251711288907,17.00197299211972,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1425284034006127,SL,-76.92279486992496,-57.57857016651633,False,Friday,105.0,7.119866019285048,9318.266407941563,9928.349489243294,610.083081301731,7,5-10 pips
2025-08-01 03:30:00,1.1413917504908366,1.14238,1.1400299999999999,SELL,Break_Below_Prev_D_Low,0.4835703504751428,1.6924962266629997,7.729739186771246,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1424992570629773,SL,-62.977969537792,-53.55573412435775,False,Friday,135.0,9.882495091633192,9255.28843840377,9928.349489243294,673.0610508395239,7,5-10 pips
2025-08-01 04:30:00,1.1415448634194978,1.14238,1.14019,SELL,Break_Below_Prev_D_Low,0.5693075985213849,1.9925765948248473,13.59072446468973,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.142494057189062,SL,-69.62162360772358,-54.038322548208995,False,Friday,75.0,8.351365805021604,9185.666814796046,9928.349489243294,742.6826744472473,7,5-10 pips
2025-08-01 02:45:00,1.1405900867176288,1.14238,1.13923,SELL,Break_Below_Prev_D_Low,0.267424386958529,0.9359853543548515,7.573406532164157,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.142461803014903,SL,-58.563650222400874,-50.05425833588187,False,Friday,180.0,17.899132823711028,9127.103164573646,9928.349489243294,801.246324669648,7,15-20 pips
2025-08-01 02:30:00,1.1413342584655353,1.14238,1.13994,SELL,Break_Below_Prev_D_Low,0.45814604563107536,1.6035111597087637,6.4727211294611795,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1425218294190167,SL,-62.48432591355431,-54.408093624384364,False,Friday,195.0,10.457415344646837,9064.618838660092,9928.349489243294,863.7306505832021,7,10-15 pips
2025-08-01 02:15:00,1.1412293112246625,1.14238,1.1397899999999999,SELL,Break_Below_Prev_D_Low,0.41683112824635266,1.4589089488622342,8.924804649593632,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1424300645542513,SL,-60.43485011026225,-50.051136511806384,False,Friday,210.0,11.506887753374162,9004.18398854983,9928.349489243294,924.1655006934634,7,10-15 pips
2025-08-01 02:00:00,1.1407809200438181,1.14238,1.13936,SELL,Break_Below_Prev_D_Low,0.2997636986570182,1.0491729452995637,7.043590032174544,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1424971167731888,SL,-59.53811089939566,-51.44534792192155,False,Friday,225.0,15.990799561818037,8944.645877650433,9928.349489243294,983.7036115928604,7,15-20 pips
2025-08-01 01:45:00,1.1409084699553187,1.14238,1.1395499999999998,SELL,Break_Below_Prev_D_Low,0.3349740046246578,1.1724090161863023,5.4769070127222275,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1424805203740724,SL,-59.30891845308977,-52.65960242418124,False,Friday,240.0,14.715300446812574,8885.336959197344,9928.349489243294,1043.0125300459495,7,10-15 pips
2025-08-01 03:00:00,1.1410451666735035,1.14238,1.1396,SELL,Break_Below_Prev_D_Low,0.3582505495676834,1.2538769234868918,3.7912331227149645,CLOSED,1.14188,prev_d_low,2025-08-01 05:45:00,1.1424432241883247,SL,-55.130597347392104,-50.08548730119025,False,Friday,165.0,13.348333264964207,8830.206361849952,9928.349489243294,1098.1431273933413,7,10-15 pips
2025-08-01 05:45:00,1.1427694820877305,1.14165,1.1442,BUY,Break_Above_Prev_D_High,0.4224647299968991,1.4786265549891469,7.240598035787777,CLOSED,1.14215,prev_d_high,2025-08-03 21:15:00,1.1440569949422175,TP,45.673652453058274,54.3928770438352,True,Friday,3810.0,11.194820877304945,8875.88001430301,9928.349489243294,1052.4694749402843,8,10-15 pips
2025-08-03 22:00:00,1.1591960120786768,1.16017,1.15777,SELL,Break_Below_Prev_W_High,0.4538646029916369,1.5885261104707291,6.440836791345632,CLOSED,1.15967,prev_w_high,2025-08-03 23:30:00,1.157847911023183,TP,53.156172132617186,61.18553503443355,True,Sunday,90.0,9.739879213230829,8929.036186435627,9928.349489243294,999.3133028076663,8,5-10 pips
2025-08-03 21:15:00,1.1589338609328825,1.16017,1.15756,SELL,Break_Below_Prev_W_High,0.3564072934413448,1.2474255270447068,5.752314792113281,CLOSED,1.15967,prev_w_high,2025-08-04 00:15:00,1.1576220123340126,TP,39.75550053364625,46.755240852804235,True,Sunday,180.0,12.361390671173922,8968.791686969274,9928.349489243294,959.5578022740192,8,10-15 pips
2025-08-03 21:30:00,1.158938739403811,1.16017,1.15749,SELL,Break_Below_Prev_W_High,0.3597440196134737,1.259104068647158,10.221512468687473,CLOSED,1.15967,prev_w_high,2025-08-04 00:15:00,1.1576236641111566,TP,35.82843065005526,47.30904718738989,True,Sunday,165.0,12.312605961888323,9004.620117619328,9928.349489243294,923.7293716239656,8,10-15 pips
2025-08-03 21:45:00,1.158753470506658,1.16017,1.1573499999999999,SELL,Break_Below_Prev_W_High,0.3122876066591066,1.0930066233068731,5.026273533397167,CLOSED,1.15967,prev_w_high,2025-08-04 00:15:00,1.157404480187059,TP,36.00801567468026,42.127295831384295,True,Sunday,150.0,14.165294933419226,9040.628133294009,9928.349489243294,887.7213559492848,8,10-15 pips
2025-08-04 00:15:00,1.1572271447693503,1.1582599999999998,1.15578,SELL,Break_Below_Prev_D_Low,0.42832444197464564,1.4991355469112597,12.21190113805033,CLOSED,1.15776,prev_d_low,2025-08-04 00:15:00,1.15831800308398,SL,-60.43516457367537,-46.72412788871378,False,Monday,0.0,10.328552306495542,8980.192968720334,9928.349489243294,948.1565205229599,9,10-15 pips
2025-08-04 00:00:00,1.158574629235914,1.16017,1.15719,SELL,Break_Below_Prev_W_High,0.2774729876859332,0.9711554569007662,4.531885925857953,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1572820865722795,TP,30.36152607626239,35.86456745902111,True,Monday,30.0,15.953707640858905,9010.554494796595,9928.349489243294,917.7949944466982,10,15-20 pips
2025-08-03 23:45:00,1.1582786315047118,1.16017,1.1569099999999999,SELL,Break_Below_Prev_W_High,0.2341502159859582,0.8195257559508538,3.0214603051390263,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1570566979898094,TP,24.770613582398084,28.611599643487963,True,Sunday,45.0,18.913684952881482,9035.325108378995,9928.349489243294,893.024380864299,10,15-20 pips
2025-08-03 23:30:00,1.1579506883845054,1.16017,1.15654,SELL,Break_Below_Prev_W_High,0.19828954224200523,0.6940133978470183,4.530374596805935,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1566713810534919,TP,20.142938510699018,25.367326505351972,True,Sunday,60.0,22.193116154944903,9055.468046889693,9928.349489243294,872.8814423536005,10,20+ pips
2025-08-03 23:15:00,1.1583303314961502,1.16017,1.15692,SELL,Break_Below_Prev_W_High,0.23936105960242687,0.837763708608494,4.736597689818782,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1570628004259553,TP,24.765396605656186,30.339758004083464,True,Sunday,75.0,18.396685038497562,9080.23344349535,9928.349489243294,848.1160457479436,10,15-20 pips
2025-08-03 22:15:00,1.1583971604629744,1.16017,1.157,SELL,Break_Below_Prev_W_High,0.24912416711208077,0.8719345848922827,5.024076137498659,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1570795048357398,TP,26.92997534514356,32.8259860675345,True,Sunday,135.0,17.728395370255612,9107.163418840493,9928.349489243294,821.1860704028004,10,15-20 pips
2025-08-03 22:45:00,1.1578981087122993,1.16017,1.15645,SELL,Break_Below_Prev_W_High,0.19412032610211236,0.6794211413573933,3.94475245648076,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1565434713801013,TP,21.672090469798643,26.2962640676368,True,Sunday,105.0,22.71891287700667,9128.835509310291,9928.349489243294,799.5139799330027,10,20+ pips
2025-08-03 22:30:00,1.1580415184996184,1.16017,1.15666,SELL,Break_Below_Prev_W_High,0.20736021077450653,0.7257607377107729,6.116137497067483,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1568023620599253,TP,18.853275816958437,25.695174051736693,True,Sunday,120.0,21.28481500381474,9147.68878512725,9928.349489243294,780.6607041160441,10,20+ pips
2025-08-03 23:00:00,1.158567307138502,1.16017,1.15715,SELL,Break_Below_Prev_W_High,0.27503028156321835,0.9626059854712642,7.918725182940322,CLOSED,1.15967,prev_w_high,2025-08-04 00:30:00,1.1572485820910672,TP,27.387600941637594,36.26893211004918,True,Sunday,90.0,16.026928614978342,9175.076386068888,9928.349489243294,753.2731031744061,10,15-20 pips
2025-08-04 00:15:00,1.1571795224445616,1.16017,1.15578,SELL,Break_Below_Prev_W_High,0.1477060370077142,0.5169711295269998,3.3736190087369016,CLOSED,1.15967,prev_w_high,2025-08-04 00:45:00,1.1558532373497015,TP,15.6994413921547,19.590031530418603,True,Monday,30.0,29.904775554383534,9190.775827461042,9928.349489243294,737.5736617822513,10,20+ pips
2025-08-04 02:00:00,1.1573261198642075,1.1582599999999998,1.1558899999999999,SELL,Break_Below_Prev_D_Low,0.48898330502813026,1.711441567598456,7.686386708844566,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583473366226085,SL,-59.333622843743775,-49.93579456730075,False,Monday,75.0,9.338801357923199,9131.442204617299,9928.349489243294,796.9072846259951,11,5-10 pips
2025-08-04 02:45:00,1.1573747977959041,1.1582599999999998,1.15597,SELL,Break_Below_Prev_D_Low,0.5133593296388697,1.796757653736044,14.868111160728139,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583877555606759,SL,-68.66600072203434,-52.001131907570155,False,Monday,30.0,8.852022040957142,9062.776203895264,9928.349489243294,865.5732853480295,11,5-10 pips
2025-08-04 02:15:00,1.1572835929476424,1.1582599999999998,1.15588,SELL,Break_Below_Prev_D_Low,0.4670560275303703,1.634696096356296,8.625270923635062,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583415432593034,SL,-59.672174008881946,-49.41220698889059,False,Monday,60.0,9.764070523574642,9003.104029886383,9928.349489243294,925.2454593569109,11,5-10 pips
2025-08-04 01:45:00,1.156519499894621,1.1582599999999998,1.1551399999999998,SELL,Break_Below_Prev_D_Low,0.2626992036956864,0.9194472129349024,7.0331052363136095,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.158365965475645,SL,-56.45905622789751,-48.506503778649,False,Monday,90.0,17.405001053787394,8946.644973658485,9928.349489243294,981.7045155848082,11,15-20 pips
2025-08-04 02:30:00,1.1573500707881532,1.1582599999999998,1.1559899999999999,SELL,Break_Below_Prev_D_Low,0.5003986545967666,1.751395291088683,11.078108864473998,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583131148866723,SL,-61.02010127719433,-48.19059712163165,False,Monday,45.0,9.099292118466273,8885.62487238129,9928.349489243294,1042.724616862004,11,5-10 pips
2025-08-04 01:15:00,1.1555107395021125,1.1582599999999998,1.1540899999999998,SELL,Break_Below_Prev_D_Low,0.16654805936659334,0.5829182077830767,4.423593037059003,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583889433547432,SL,-52.942437856551834,-47.93592661170975,False,Monday,120.0,27.492604978873736,8832.682434524739,9928.349489243294,1095.667054718555,11,20+ pips
2025-08-04 01:00:00,1.1554524695180486,1.1582599999999998,1.1540599999999999,SELL,Break_Below_Prev_D_Low,0.16321310702266317,0.5712458745793211,4.727787444208208,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583434992365154,SL,-52.484427603369284,-47.185394284581754,False,Monday,135.0,28.075304819512592,8780.19800692137,9928.349489243294,1148.151482321924,11,20+ pips
2025-08-04 00:45:00,1.1560342212362793,1.1582599999999998,1.1546399999999999,SELL,Break_Below_Prev_D_Low,0.20560821027645293,0.7196287359675853,4.416416222897515,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583215302555296,SL,-52.16499633859019,-47.02895137972509,False,Monday,150.0,22.25778763720543,8728.03301058278,9928.349489243294,1200.316478660514,11,20+ pips
2025-08-04 01:30:00,1.1554397365829854,1.1582599999999998,1.15404,SELL,Break_Below_Prev_D_Low,0.16221928051860357,0.5677674818151125,2.2539105900294136,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.1583345258286184,SL,-49.780740939802534,-46.95906286795801,False,Monday,105.0,28.20263417014468,8678.252269642977,9928.349489243294,1250.0972196003167,11,20+ pips
2025-08-04 00:30:00,1.156080951954899,1.1582599999999998,1.15468,SELL,Break_Below_Prev_D_Low,0.20467214239229248,0.7163524983730236,5.10062139595197,CLOSED,1.15776,prev_d_low,2025-08-04 03:15:00,1.158310478090587,SL,-51.44916296541555,-45.63218907109056,False,Monday,165.0,21.790480451009397,8626.80310667756,9928.349489243294,1301.5463825657334,11,20+ pips
2025-08-04 03:45:00,1.1575890535144113,1.1582599999999998,1.1562,SELL,Break_Below_Prev_D_Low,0.638522039342465,2.2348271376986273,7.814956794604063,CLOSED,1.15776,prev_d_low,2025-08-04 04:15:00,1.1583666681605485,SL,-59.70219289970738,-49.65240896740468,False,Monday,30.0,6.709464855885194,8567.100913777853,9928.349489243294,1361.2485754654408,11,5-10 pips
2025-08-04 04:45:00,1.157604662918077,1.1582599999999998,1.15624,SELL,Break_Below_Prev_D_Low,0.6476926853589039,2.2669243987561636,12.374937212029248,CLOSED,1.15776,prev_d_low,2025-08-04 04:45:00,1.1583198727488444,SL,-60.96547919927106,-46.32361758848564,False,Monday,0.0,6.55337081922891,8506.135434578582,9928.349489243294,1422.2140546647115,11,5-10 pips
2025-08-05 00:15:00,1.158457049606623,1.16017,1.15706,SELL,Break_Below_Prev_W_High,0.24573789273619878,0.8600826245766957,6.520925691161966,CLOSED,1.15967,prev_w_high,2025-08-05 01:00:00,1.1571284006884794,TP,25.268930217346664,32.649938533085326,True,Tuesday,45.0,17.12950393376822,8531.40436479593,9928.349489243294,1396.945124447364,12,15-20 pips
2025-08-05 00:45:00,1.1574295436361977,1.16017,1.15607,SELL,Break_Below_Prev_W_High,0.15336810510695822,0.5367883678743538,2.3909966821908357,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1562004850618497,TP,15.922053411255476,18.849838461320665,True,Tuesday,30.0,27.404563638022683,8547.326418207185,9928.349489243294,1381.0230710361084,12,20+ pips
2025-08-05 00:30:00,1.1576105953119062,1.16017,1.1562,SELL,Break_Below_Prev_W_High,0.16432249716926448,0.5751287400924256,4.808270652251324,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.156271169173235,TP,16.62638539568026,22.009784788024007,True,Tuesday,45.0,25.594046880936805,8563.952803602864,9928.349489243294,1364.3966856404295,12,20+ pips
2025-08-05 00:00:00,1.1584358751752222,1.16017,1.15699,SELL,Break_Below_Prev_W_High,0.24292181132111051,0.8502263396238868,5.548242897403095,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.157094506919247,TP,26.186291401983656,32.58476063901064,True,Tuesday,75.0,17.341248247777497,8590.139095004848,9928.349489243294,1338.2103942384456,12,15-20 pips
2025-08-04 04:45:00,1.1576639309916794,1.16017,1.15624,SELL,Break_Below_Prev_W_High,0.16907951852823608,0.5917783148488263,2.448560765699765,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1563362567439592,TP,19.407913176137995,22.448252256686587,True,Monday,1230.0,25.060690083205106,8609.547008180987,9928.349489243294,1318.8024810623065,12,20+ pips
2025-08-04 04:30:00,1.1583817086841783,1.16017,1.15698,SELL,Break_Below_Prev_W_High,0.23754188228354095,0.8313965879923934,5.909619925310568,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1570531283957677,TP,24.81832973408464,31.5593462473876,True,Monday,1245.0,17.882913158215885,8634.365337915071,9928.349489243294,1293.9841513282227,12,15-20 pips
2025-08-04 04:15:00,1.1580607570342492,1.16017,1.1566699999999999,SELL,Break_Below_Prev_W_High,0.20269077417590697,0.7094177096156744,4.238261753758725,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1567673832506935,TP,21.267813885397292,26.21549334877169,True,Monday,1260.0,21.092429657507683,8655.633151800468,9928.349489243294,1272.7163374428255,12,20+ pips
2025-08-04 03:30:00,1.1580506723919934,1.16017,1.15661,SELL,Break_Below_Prev_W_High,0.20230257207151403,0.708059002250299,5.918098882543054,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.156663615572222,TP,21.4343583401147,28.06051622490805,True,Monday,1305.0,21.193276080064827,8677.067510140583,9928.349489243294,1251.2819791027105,12,20+ pips
2025-08-04 03:45:00,1.157595491621964,1.16017,1.1562,SELL,Break_Below_Prev_W_High,0.16621100662234783,0.5817385231782174,2.6369806990670064,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1563145633272218,TP,18.07171890576853,21.290438128013754,True,Monday,1290.0,25.745083780359668,8695.139229046352,9928.349489243294,1233.2102601969418,12,20+ pips
2025-08-04 03:15:00,1.1581991725262581,1.16017,1.15682,SELL,Break_Below_Prev_W_High,0.2299351674675522,0.8047730861364326,4.749849586503399,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1569238382149414,TP,23.769798172333786,29.324420844973616,True,Monday,1320.0,19.708274737417764,8718.909027218686,9928.349489243294,1209.4404620246078,12,15-20 pips
2025-08-04 03:00:00,1.1577172940334197,1.16017,1.15627,SELL,Break_Below_Prev_W_High,0.1848743038409931,0.6470600634434759,4.94819741050072,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1563436997458942,TP,19.79897129267963,25.394228766623826,True,Monday,1335.0,24.527059665802042,8738.707998511365,9928.349489243294,1189.6414907319286,12,20+ pips
2025-08-04 02:45:00,1.1573473527353404,1.16017,1.15597,SELL,Break_Below_Prev_W_High,0.16069792790896797,0.5624427476813879,2.462728263058235,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1560598528756472,TP,17.66468495283929,20.689855963578914,True,Monday,1350.0,28.22647264659528,8756.372683464204,9928.349489243294,1171.9768057790898,12,20+ pips
2025-08-04 02:30:00,1.1573657427005044,1.16017,1.1559899999999999,SELL,Break_Below_Prev_W_High,0.16214128363341265,0.5674944927169443,4.613867290177564,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1561062642368474,TP,15.239983697704552,20.421345480599058,True,Monday,1365.0,28.04257299495516,8771.61266716191,9928.349489243294,1156.7368220813842,12,20+ pips
2025-08-04 04:00:00,1.1576776711546262,1.16017,1.15631,SELL,Break_Below_Prev_W_High,0.1716269078632626,0.6006941775214191,3.9313749585711335,CLOSED,1.15967,prev_w_high,2025-08-05 01:15:00,1.1564180522319552,TP,17.086380942315454,21.618450078408006,True,Monday,1275.0,24.92328845373759,8788.699048104225,9928.349489243294,1139.6504411390688,12,20+ pips
2025-08-05 01:00:00,1.1570400593009251,1.16017,1.15568,SELL,Break_Below_Prev_W_High,0.13423647627456706,0.4698276669609847,1.8707581115057894,CLOSED,1.15967,prev_w_high,2025-08-05 02:15:00,1.1557702269186692,TP,14.705196666871348,17.045782445338123,True,Tuesday,75.0,31.299406990747958,8803.404244771096,9928.349489243294,1124.9452444721974,12,20+ pips
2025-08-04 02:00:00,1.1572474253077214,1.16017,1.1558899999999999,SELL,Break_Below_Prev_W_High,0.1560890488415107,0.5463116709452874,2.355783515255529,CLOSED,1.15967,prev_w_high,2025-08-05 02:15:00,1.155946834392955,TP,17.39870469557753,20.300799881778342,True,Monday,1455.0,29.225746922785234,8820.802949466673,9928.349489243294,1107.5465397766202,12,20+ pips
2025-08-04 02:15:00,1.1572545404751862,1.16017,1.15588,SELL,Break_Below_Prev_W_High,0.15624425477311862,0.5468548917059152,3.3820928956438236,CLOSED,1.15967,prev_w_high,2025-08-05 02:15:00,1.156025467938997,TP,15.27460446054913,19.20355224789887,True,Monday,1440.0,29.15459524813757,8836.077553927222,9928.349489243294,1092.271935316072,12,20+ pips
2025-08-05 01:45:00,1.15697054342307,1.16017,1.15558,SELL,Break_Below_Prev_W_High,0.13670709150880414,0.4784748202808145,1.5568943057920674,CLOSED,1.15967,prev_w_high,2025-08-05 02:45:00,1.155631447233279,TP,16.27102540961204,18.306394535684923,True,Tuesday,60.0,31.994565769299932,8852.348579336835,9928.349489243294,1076.0009099064591,12,20+ pips
2025-08-05 01:30:00,1.1566031546919333,1.16017,1.1552099999999998,SELL,Break_Below_Prev_W_High,0.12266493685433237,0.4293272789901633,2.3397015679860282,CLOSED,1.15967,prev_w_high,2025-08-05 05:30:00,1.1552673115406302,TP,13.617082733212328,16.38611158018852,True,Tuesday,240.0,35.668453080666126,8865.965662070046,9928.349489243294,1062.3838271732475,12,20+ pips
2025-08-04 00:30:00,1.1560627472947438,1.16017,1.15468,SELL,Break_Below_Prev_W_High,0.10851525704796756,0.37980339966788645,2.1137043474944726,CLOSED,1.15967,prev_w_high,2025-08-05 05:45:00,1.1547701582770658,TP,11.533055203908843,14.026562951071202,True,Monday,1755.0,41.07252705256137,8877.498717273957,9928.349489243294,1050.850771969337,12,20+ pips
2025-08-04 00:45:00,1.1560670931378563,1.16017,1.1546399999999999,SELL,Break_Below_Prev_W_High,0.11147744786802319,0.3901710675380812,2.316116700353027,CLOSED,1.15967,prev_w_high,2025-08-05 05:45:00,1.1547434891884116,TP,12.048911259321343,14.75519902721245,True,Monday,1740.0,41.029068621436515,8889.547628533277,9928.349489243294,1038.8018607100166,12,20+ pips
